source,target,homogeneous_matrix
/lidar/899.ply,/lidar/898.ply,"[[ 1.00000000e+00  0.00000000e+00  1.06120692e-17 -4.15992563e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.06120692e-17  0.00000000e+00  1.00000000e+00 -3.91999483e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/900.ply,/lidar/899.ply,"[[ 1.00000000e+00  0.00000000e+00  1.06120692e-17 -6.75989970e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.06120692e-17  0.00000000e+00  1.00000000e+00 -6.37001097e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/901.ply,/lidar/900.ply,"[[ 1.00000000e+00  0.00000000e+00  1.06120692e-17 -9.35984531e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.06120692e-17  0.00000000e+00  1.00000000e+00 -8.82000029e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/902.ply,/lidar/901.ply,"[[ 1.00000000e+00  0.00000000e+00  1.06120692e-17 -1.19597941e-18]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.06120692e-17  0.00000000e+00  1.00000000e+00 -1.12699926e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/903.ply,/lidar/902.ply,"[[ 1.00000000e+00  0.00000000e+00  1.06120692e-17 -1.45597555e-18]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.06120692e-17  0.00000000e+00  1.00000000e+00 -1.37199968e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/904.ply,/lidar/903.ply,"[[ 9.99922788e-01 -1.24175846e-02 -4.71734317e-04  4.08768004e-04]
 [ 1.24168704e-02  9.96926942e-01  7.73465774e-02 -1.07306280e-02]
 [-4.90173019e-04 -7.73464627e-02  9.97004155e-01 -1.38373853e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/905.ply,/lidar/904.ply,"[[ 9.99840046e-01 -1.78583105e-02 -9.81640287e-04  5.66739610e-04]
 [ 1.78566639e-02  9.93633235e-01  1.11239085e-01 -8.02840835e-03]
 [-1.01115172e-03 -1.11238821e-01  9.93793189e-01 -7.18213448e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/906.ply,/lidar/905.ply,"[[ 9.95681777e-01 -9.28297954e-02 -6.54329155e-04  4.88543331e-04]
 [ 9.23408088e-02  9.89663556e-01  1.09723386e-01 -1.04310807e-03]
 [-9.53803371e-03 -1.09309997e-01  9.93961946e-01 -9.49248124e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/907.ply,/lidar/906.ply,"[[ 9.84638715e-01 -1.74550251e-01 -4.33702229e-03 -3.41899739e-04]
 [ 1.73944298e-01  9.82772523e-01 -6.24623857e-02 -4.30032488e-04]
 [ 1.51651315e-02  6.07484829e-02  9.98037895e-01  9.02011406e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/908.ply,/lidar/907.ply,"[[ 9.92004735e-01 -1.25899004e-01 -8.72050411e-03 -2.85997964e-04]
 [ 1.25542208e-01  9.91519663e-01 -3.35843975e-02 -3.94028648e-04]
 [ 1.28747935e-02  3.22210900e-02  9.99397839e-01  1.40266848e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/909.ply,/lidar/908.ply,"[[ 9.96786625e-01 -7.99618979e-02 -4.74540037e-03 -1.23795916e-04]
 [ 7.99006857e-02  9.96731457e-01 -1.19282231e-02 -1.58789135e-04]
 [ 5.68369318e-03  1.15107325e-02  9.99917596e-01  1.45468289e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/910.ply,/lidar/909.ply,"[[ 9.99239305e-01 -3.89667715e-02  1.54976388e-03  3.58200114e-05]
 [ 3.89625202e-02  9.99237066e-01  2.68481966e-03  1.58884924e-05]
 [-1.65320027e-03 -2.62239462e-03  9.99995195e-01  1.27952011e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/911.ply,/lidar/910.ply,"[[ 9.99967666e-01 -4.31106348e-03  6.78842147e-03  1.22642099e-04]
 [ 4.23054796e-03  9.99921065e-01  1.18307361e-02  8.24621924e-05]
 [-6.83888868e-03 -1.18016348e-02  9.99906971e-01  1.01743479e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/912.ply,/lidar/911.ply,"[[ 9.99678896e-01  2.34118867e-02  9.69479236e-03  1.63268326e-04]
 [-2.35749368e-02  9.99576496e-01  1.70602029e-02  8.75341390e-05]
 [-9.29127504e-03 -1.72832789e-02  9.99807462e-01  7.49085060e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/913.ply,/lidar/912.ply,"[[ 9.98970704e-01  4.41819411e-02  1.02707977e-02  1.43330828e-04]
 [-4.43756505e-02  9.98825238e-01  1.94665492e-02  7.33078055e-05]
 [-9.39866202e-03 -1.99022856e-02  9.99757753e-01  5.14727333e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/914.ply,/lidar/913.ply,"[[ 9.98262077e-01  5.82197302e-02  9.12629212e-03  1.12842441e-04]
 [-5.83907182e-02  9.98098486e-01  1.97467948e-02  4.30171970e-05]
 [-7.95928528e-03 -2.02453672e-02  9.99763359e-01  3.29315802e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/915.ply,/lidar/914.ply,"[[ 9.97776805e-01  6.62697418e-02  7.05471753e-03  1.04487514e-04]
 [-6.63898077e-02  9.97623739e-01  1.84192385e-02  2.19336174e-05]
 [-5.81731550e-03 -1.88466503e-02  9.99805462e-01  1.93324819e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/916.ply,/lidar/915.ply,"[[ 9.97600838e-01  6.90644327e-02  4.76143887e-03  8.86281689e-05]
 [-6.91322083e-02  9.97479930e-01  1.59538906e-02  1.20982048e-05]
 [-3.64759331e-03 -1.62447834e-02  9.99861391e-01  1.00225541e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/917.ply,/lidar/916.ply,"[[ 9.97717225e-01  6.74741785e-02  2.75202415e-03  5.50527323e-05]
 [-6.75041752e-02  9.97636038e-01  1.28655456e-02  1.11702633e-05]
 [-1.87742635e-03 -1.30219496e-02  9.99913448e-01  4.08675514e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/918.ply,/lidar/917.ply,"[[ 9.98038465e-01  6.25909474e-02  1.26319131e-03  3.89859365e-05]
 [-6.26001901e-02  9.97992888e-01  9.56091006e-03  1.15278464e-05]
 [-6.62229530e-04 -9.62123201e-03  9.99953496e-01  6.16797315e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/919.ply,/lidar/918.ply,"[[ 9.98471137e-01  5.52745059e-02  3.42873536e-04  2.33401620e-05]
 [-5.52755677e-02  9.98450371e-01  6.43959544e-03  7.50241243e-06]
 [ 1.36032472e-05 -6.44870271e-03  9.99979207e-01 -1.17208189e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/920.ply,/lidar/919.ply,"[[ 9.98919414e-01  4.64757405e-02 -1.03994668e-04  2.37695900e-05]
 [-4.64750314e-02  9.98912507e-01  3.72484447e-03  1.72839568e-05]
 [ 2.76996480e-04 -3.71598630e-03  9.99993057e-01 -1.89348482e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/921.ply,/lidar/920.ply,"[[ 9.99316603e-01  3.69631784e-02 -2.23918364e-04  1.59275243e-05]
 [-3.69627878e-02  9.99315439e-01  1.55107227e-03  1.62811044e-05]
 [ 2.81097639e-04 -1.54173563e-03  9.99998772e-01 -1.99415999e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/922.ply,/lidar/921.ply,"[[ 9.99625001e-01  2.73830590e-02 -1.62580448e-04  4.46721024e-07]
 [-2.73830702e-02  9.99625011e-01 -6.67662885e-05  1.52649308e-05]
 [ 1.60691217e-04  7.11932030e-05  9.99999985e-01 -1.77687575e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/923.ply,/lidar/922.ply,"[[ 9.99832511e-01  1.83016294e-02 -3.39318555e-05 -7.41380811e-06]
 [-1.83016563e-02  9.99831848e-01 -1.15091229e-03  1.17467447e-05]
 [ 1.28625795e-05  1.15134054e-03  9.99999337e-01 -1.43305031e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/924.ply,/lidar/923.ply,"[[ 9.99946799e-01  1.03140045e-02  1.43713059e-04 -7.84117252e-06]
 [-1.03137333e-02  9.99945238e-01 -1.77441677e-03 -1.88028723e-05]
 [-1.62006531e-04  1.77284015e-03  9.99998415e-01 -1.07606917e-04]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/925.ply,/lidar/924.ply,"[[ 9.99995018e-01  3.15179913e-03  1.75445419e-04 -1.53200840e-05]
 [-3.15143057e-03  9.99992907e-01 -2.06276460e-03 -1.50544766e-05]
 [-1.81945594e-04  2.06220141e-03  9.99997857e-01 -7.57119916e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/926.ply,/lidar/925.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/927.ply,/lidar/926.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/928.ply,/lidar/927.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/929.ply,/lidar/928.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/930.ply,/lidar/929.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/931.ply,/lidar/930.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/932.ply,/lidar/931.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/933.ply,/lidar/932.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/934.ply,/lidar/933.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/935.ply,/lidar/934.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/936.ply,/lidar/935.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/937.ply,/lidar/936.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/938.ply,/lidar/937.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/939.ply,/lidar/938.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/940.ply,/lidar/939.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/941.ply,/lidar/940.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/942.ply,/lidar/941.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/943.ply,/lidar/942.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/944.ply,/lidar/943.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/945.ply,/lidar/944.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/946.ply,/lidar/945.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/947.ply,/lidar/946.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/948.ply,/lidar/947.ply,"[[ 1.00000000e+00 -4.92573336e-18 -1.96016299e-17  0.00000000e+00]
 [-4.92573336e-18  1.00000000e+00 -1.45648142e-17  0.00000000e+00]
 [-1.96016299e-17 -1.45648142e-17  1.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
