source,target,homogeneous_matrix
/lidar/89.ply,/lidar/88.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -2.74463725e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -3.92000079e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/90.ply,/lidar/89.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -4.46004022e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -6.37000799e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/91.ply,/lidar/90.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -6.17543276e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -8.82000029e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/92.ply,/lidar/91.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -7.89082739e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -1.12699956e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/93.ply,/lidar/92.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -8.36185657e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -1.19427383e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/94.ply,/lidar/93.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -3.90027849e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -5.57053387e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/95.ply,/lidar/94.ply,"[[ 1.00000000e+00  0.00000000e+00  7.00162422e-18 -1.20001743e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.00162422e-18  0.00000000e+00  1.00000000e+00 -1.71391293e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/96.ply,/lidar/95.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 3.23179829e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 4.61578369e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/97.ply,/lidar/96.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 5.14320833e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 7.34573603e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/98.ply,/lidar/97.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 6.33280035e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 9.04475898e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/99.ply,/lidar/98.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 5.92439666e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 8.46146047e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/100.ply,/lidar/99.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 4.94171130e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 7.05794990e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/101.ply,/lidar/100.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 3.86867414e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 5.52539527e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/102.ply,/lidar/101.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.90861846e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 4.15420532e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/103.ply,/lidar/102.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.12636594e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.03696096e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/104.ply,/lidar/103.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.52276167e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 2.17486918e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/105.ply,/lidar/104.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.07330842e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.53294206e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/106.ply,/lidar/105.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 7.47050790e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.06696784e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/107.ply,/lidar/106.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 5.14733989e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 7.35163689e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/108.ply,/lidar/107.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 3.51683422e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 5.02288342e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/109.ply,/lidar/108.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.38482842e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.40610743e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/110.ply,/lidar/109.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.60734389e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 2.29567289e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/111.ply,/lidar/110.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.07775298e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.53928995e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/112.ply,/lidar/111.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 4.95474240e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 7.07656145e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/113.ply,/lidar/112.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.34956410e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.35574150e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/114.ply,/lidar/113.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.85244593e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 4.07397747e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/115.ply,/lidar/114.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.65525783e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.79234552e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/116.ply,/lidar/115.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.21184542e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.15904617e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/117.ply,/lidar/116.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.72461343e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 2.46316195e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/118.ply,/lidar/117.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.29893752e-22]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.85519457e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/119.ply,/lidar/118.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 9.50467536e-23]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.35749578e-05]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/120.ply,/lidar/119.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 6.76073506e-23]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 9.65595245e-06]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/121.ply,/lidar/120.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 1.38762000e-23]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 1.98185444e-06]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/122.ply,/lidar/121.ply,"[[1.00000000e+00 0.00000000e+00 7.00162422e-18 2.56657535e-23]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [7.00162422e-18 0.00000000e+00 1.00000000e+00 3.66568565e-06]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/123.ply,/lidar/122.ply,"[[ 9.99834386e-01  1.81988171e-02  5.24358285e-05 -4.91447848e-05]
 [-1.81988913e-02  9.99829082e-01  3.25681493e-03 -7.31146114e-03]
 [ 6.84331285e-06 -3.25722983e-03  9.99994695e-01 -7.32369986e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/124.ply,/lidar/123.ply,"[[ 9.98892609e-01  4.31649783e-02  1.87174034e-02 -8.88245761e-04]
 [-4.33009654e-02  9.99038095e-01  6.92171765e-03 -3.07071874e-02]
 [-1.84006233e-02 -7.72453424e-03  9.99800854e-01 -6.31217190e-06]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/125.ply,/lidar/124.ply,"[[ 9.99564533e-01  2.87418476e-02 -6.68217878e-03 -8.38557165e-04]
 [-2.87096670e-02  9.99575963e-01  4.86294689e-03 -4.69849621e-02]
 [ 6.81911537e-03 -4.66898611e-03  9.99965850e-01  6.43507301e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/126.ply,/lidar/125.ply,"[[ 9.99883906e-01  1.16434468e-02  9.82877408e-03 -3.44711905e-06]
 [-1.16610997e-02  9.99930492e-01  1.74064624e-03 -5.79052904e-02]
 [-9.80782378e-03 -1.85505847e-03  9.99950181e-01  4.13878366e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/127.ply,/lidar/126.ply,"[[ 9.99996732e-01 -6.41339865e-05 -2.55583219e-03  6.98505189e-04]
 [ 6.40707604e-05  9.99999998e-01 -2.48198432e-05 -6.60762341e-02]
 [ 2.55583378e-03  2.46560080e-05  9.99996734e-01  2.17182529e-06]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/128.ply,/lidar/127.ply,"[[ 9.99981738e-01 -6.03741682e-03  2.70257803e-04  1.22400856e-03]
 [ 6.03766746e-03  9.99981335e-01 -9.36369309e-04 -7.25723622e-02]
 [-2.64599506e-04  9.37983936e-04  9.99999525e-01 -3.48322402e-05]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
