source,target,homogeneous_matrix
/lidar/106.ply,/lidar/105.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -2.74147127e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -3.91999483e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/107.ply,/lidar/106.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -4.45490437e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -6.37001097e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/108.ply,/lidar/107.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -6.16831870e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -8.82000029e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/109.ply,/lidar/108.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -7.88173304e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -1.12699896e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/110.ply,/lidar/109.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -8.35222480e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -1.19427398e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/111.ply,/lidar/110.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -3.89579842e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -5.57055250e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/112.ply,/lidar/111.ply,"[[ 1.00000000e+00  0.00000000e+00  6.99355839e-18 -1.19864335e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 6.99355839e-18  0.00000000e+00  1.00000000e+00 -1.71392485e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/113.ply,/lidar/112.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 3.22838791e-21]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 4.61623073e-04]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/114.ply,/lidar/113.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 5.13725212e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 7.34569132e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/115.ply,/lidar/114.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 6.32550500e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 9.04475898e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/116.ply,/lidar/115.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 5.91757179e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 8.46146047e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/117.ply,/lidar/116.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 4.93604453e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 7.05798715e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/118.ply,/lidar/117.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 3.86421745e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 5.52539527e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/119.ply,/lidar/118.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 2.90526775e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 4.15420532e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/120.ply,/lidar/119.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 2.12391638e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 3.03696096e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
/lidar/121.ply,/lidar/120.ply,"[[1.00000000e+00 0.00000000e+00 6.99355839e-18 1.52100746e-20]
 [0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00]
 [6.99355839e-18 0.00000000e+00 1.00000000e+00 2.17486918e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00]]"
