source,target,homogeneous_matrix
/lidar/5295.ply,/lidar/5294.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -2.10616747e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -3.92000079e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5296.ply,/lidar/5295.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -3.42252574e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -6.37000799e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5297.ply,/lidar/5296.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -4.73887601e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -8.82000029e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5298.ply,/lidar/5297.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -6.05522467e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -1.12699896e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5299.ply,/lidar/5298.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -7.37158855e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -1.37200072e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5300.ply,/lidar/5299.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -7.92034460e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00 -4.76837158e-07]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -1.47413525e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5301.ply,/lidar/5300.ply,"[[ 1.00000000e+00  0.00000000e+00  5.37287512e-18 -4.39170786e-19]
 [ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 5.37287512e-18  0.00000000e+00  1.00000000e+00 -8.17385062e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5302.ply,/lidar/5301.ply,"[[ 9.97537603e-01 -7.01335106e-02  1.44120871e-04 -6.79664530e-05]
 [ 7.01321028e-02  9.97499679e-01 -8.71078700e-03  2.87648728e-04]
 [ 4.67157549e-04  8.69944508e-03  9.99962050e-01 -1.23728693e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5303.ply,/lidar/5302.ply,"[[ 9.97124210e-01 -7.57843579e-02 -2.01832488e-04  1.99877323e-05]
 [ 7.57786452e-02  9.97075435e-01 -9.90829965e-03  1.04320940e-04]
 [ 9.52136343e-04  9.86451087e-03  9.99950891e-01  1.08297740e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
/lidar/5304.ply,/lidar/5303.ply,"[[ 9.99997374e-01 -2.29153879e-03 -1.94796651e-05  4.92773953e-05]
 [ 2.29152703e-03  9.99997204e-01 -5.83852348e-04  3.96537114e-06]
 [ 2.08175310e-05  5.83806177e-04  9.99999829e-01  1.46372674e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
